0, 0
-13, 0
-26, 0
-39, 0
-52, 0
-65, 0
-78, 0
-91, 0
-91, -13
-78, -13
-65, -13
-52, -13
-39, -13
-26, -13
-13, -13
0, -13
0, -26
-13, -26
-26, -26
-39, -26
-52, -26
-65, -26
-78, -26
-91, -26
-91, -39
-78, -39
-65, -39
-52, -39
-39, -39
-26, -39
-13, -39
0, -39
0, -52
-13, -52
-26, -52
-39, -52
-52, -52
-65, -52
-78, -52
-91, -52
-91, -65
-78, -65
-65, -65
-52, -65
-39, -65
-26, -65
-13, -65
0, -65
